ID,AnnualIncome,EmploymentStatus,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,Experience,ApplicationDate,Monthlyincome,Monthlyloanpyament,Totaldebttoincomeratio
A115,22901,Employed,48,2,288,1,0,0,6,3491,10098,89532,0,37,525,Master,18493,Married,Rent,8.59,1,Auto,25,3120,99630,3,25.34,53.0,14.0,2018-04-25,1908.4166666666667,616.6868647657229,47.40510186100465
A116,49421,Employed,72,3,438,3,0,0,8,1546,40586,9540,0,43,609,Bachelor,17161,Married,Other,36.2,4,Debt Consolidation,21,10050,17627,8,25.8,51.0,21.0,2018-04-26,4118.416666666667,470.7287425763931,22.065002551378395
A117,43507,Employed,48,3,544,4,1,0,15,5407,34764,6480,0,39,611,Associate,31845,Divorced,Rent,3.74,2,Home,32,1192,30751,7,26.56,60.0,16.0,2018-04-27,3625.5833333333335,1083.784862187173,44.89718515697721
A118,41402,Employed,36,4,419,2,0,0,21,6772,37402,4623,0,25,572,Doctorate,25900,Married,Mortgage,11.1,2,Home,29,9920,36312,6,23.77,50.0,4.0,2018-04-28,3450.1666666666665,1013.0057592489244,41.50540821937851
A119,37405,Employed,48,0,442,3,0,1,19,762,29045,4530,0,53,626,High School,15770,Married,Mortgage,22.7,0,Debt Consolidation,22,14266,15028,3,20.61,56.0,30.0,2018-04-29,3117.0833333333335,485.02704625915396,29.74020733888477
A120,48399,Employed,48,0,346,6,0,0,19,1120,16583,75230,0,49,564,Bachelor,19629,Single,Rent,2.84,1,Home,18,993,91813,1,26.4,51.0,29.0,2018-04-30,4033.25,666.2619781263478,25.09792296848318
A121,44775,Employed,48,4,228,3,0,0,7,1348,64801,8511,0,49,574,High School,20270,Divorced,Mortgage,15.3,0,Education,28,3070,31257,5,21.96,51.0,28.0,2018-05-01,3731.25,638.1880997753017,23.214421434513948
A122,125711,Employed,48,0,543,3,0,0,20,1592,10411,8014,1,29,580,Associate,12133,Widowed,Own,4.56,1,Home,20,16833,18425,5,21.81,40.0,7.0,2018-05-02,10475.916666666666,381.0128208868717,8.820352913144005
A123,15131,Employed,48,2,351,1,0,1,5,2915,15145,58703,0,56,634,Master,25599,Married,Rent,24.2,1,Home,25,2458,73848,7,22.83,59.0,30.0,2018-05-03,1260.9166666666667,818.1031540416801,92.7185106635395
A124,73576,Employed,36,2,491,8,0,0,1,600,59651,4647,1,23,603,Bachelor,12055,Married,Other,10.5,0,Education,26,1924,50167,5,17.54,41.0,0.0,2018-05-04,6131.333333333333,433.04038282854765,15.070790195094286
A125,50345,Employed,48,1,441,2,0,0,1,785,3537,47177,0,47,602,Bachelor,18805,Married,Mortgage,4.68,1,Home,24,13605,50714,3,23.24,51.0,22.0,2018-05-05,4195.416666666667,605.2033302436342,24.936815896163694
A126,56816,Employed,12,2,288,4,0,0,27,705,14955,621711,1,66,669,Associate,20719,Single,Mortgage,32.0,1,Auto,28,8124,636666,6,13.94,28.0,41.0,2018-05-06,4734.666666666667,1859.714419681821,45.361470424144336
A127,34588,Employed,48,0,444,4,0,0,1,256,11153,78693,0,28,621,Master,18962,Single,Mortgage,21.5,0,Debt Consolidation,36,8955,89846,3,24.09,51.0,0.0,2018-05-07,2882.3333333333335,619.1398418333981,36.88469440846761
A128,55383,Employed,48,3,419,4,0,0,21,1948,6183,7531,1,33,565,Associate,9093,Married,Own,3.08,0,Auto,18,6607,13714,2,23.29,40.0,10.0,2018-05-08,4615.25,292.8906878734788,15.424748125745706
A129,65180,Employed,72,2,323,1,0,0,26,1662,61849,3079,1,41,551,High School,15086,Married,Mortgage,2.62,0,Debt Consolidation,24,562,64928,7,23.26,40.0,16.0,2018-05-09,5431.666666666667,390.41712953688216,13.134405576008875
A130,15000,Employed,60,2,248,2,0,0,13,290,5651,21596,0,33,523,Bachelor,13879,Married,Rent,25.8,2,Auto,29,12973,27247,2,26.9,56.0,8.0,2018-05-10,1250.0,422.9706691969543,53.67765353575634
A131,149736,Employed,48,0,604,1,0,0,9,2256,10999,279531,1,21,560,Associate,27917,Married,Own,30.7,0,Auto,27,3003,290530,6,20.82,37.0,0.0,2018-05-11,12478.0,861.7687914733482,11.746824743335058
A132,42717,Employed,24,3,326,2,0,0,24,759,10782,37949,0,40,585,High School,41561,Divorced,Other,38.0,1,Home,21,489,48731,3,21.4,53.0,14.0,2018-05-12,3559.75,2143.813392348869,69.38165299104907
A133,66417,Employed,48,3,408,3,0,0,17,1060,24837,87273,1,27,590,Master,9493,Married,Mortgage,644.0,1,Home,27,2012,112110,9,19.19,40.0,5.0,2018-05-13,5534.75,284.79447408054915,12.517177362673097
A134,22121,Employed,60,3,250,0,0,0,12,2669,7364,56022,0,45,602,Bachelor,18805,Divorced,Other,22.1,2,Home,32,667,63386,2,23.79,47.0,23.0,2018-05-14,1843.4166666666667,538.6918501983778,42.78424213363109
A135,37558,Employed,60,0,278,1,0,0,24,1163,17652,2660,0,28,620,Master,18686,Married,Rent,12.2,1,Education,24,4575,9316,10,22.77,49.0,5.0,2018-05-15,3129.8333333333335,524.3008374694421,25.63397957727596
A136,134691,Employed,24,0,607,1,0,1,27,306,27992,20839,1,58,621,Bachelor,16421,Married,Rent,19.1,0,Home,28,1619,48831,4,19.8,40.0,36.0,2018-05-16,11224.25,834.1564587260378,12.839668207016397
A137,33101,Employed,60,0,358,3,0,0,19,1004,8784,211332,0,30,539,High School,29824,Married,Rent,18.4,0,Education,17,2548,220116,0,23.89,46.0,7.0,2018-05-17,2758.4166666666665,856.0726616408049,44.01338914138443
A138,44364,Employed,36,1,313,3,0,0,12,764,8223,195449,1,36,439,High School,5538,Divorced,Mortgage,3.31,1,Other,26,2471,203672,7,25.62,40.0,10.0,2018-05-18,3697.0,222.00994563695494,14.47146187819732
A139,38596,Employed,36,2,292,1,0,1,23,1118,121827,4304,0,49,499,Master,13078,Married,Other,148.0,2,Debt Consolidation,24,1121,40099,6,25.58,60.0,27.0,2018-05-19,3216.3333333333335,523.9991387197356,25.370477937187342
A140,139954,Unemployed,48,0,293,1,0,0,22,1429,5937,45696,0,25,439,High School,40858,Single,Rent,17.2,0,Auto,28,427,51633,2,31.24,56.0,3.0,2018-05-20,11662.833333333334,1500.745431706422,15.38001427646017
A141,53444,Unemployed,60,0,730,4,0,0,12,638,32195,11955,0,42,521,Bachelor,16462,Married,Other,3.68,1,Auto,24,4608,44150,7,28.8,55.0,19.0,2018-05-21,4453.666666666667,520.5320536518359,28.078707888298087
A142,113523,Employed,60,0,427,4,0,0,18,2107,17536,112469,1,55,643,High School,10990,Married,Own,3.06,2,Auto,25,4279,130005,4,20.38,35.0,33.0,2018-05-22,9460.25,293.4963521903158,7.616039239875435
A143,31270,Employed,12,1,151,5,0,1,20,478,31210,47138,0,20,581,Bachelor,6624,Married,Mortgage,46.4,2,Other,27,2857,78348,6,17.33,58.0,1.0,2018-05-23,2605.8333333333335,605.1781307832625,29.018668274381678
A144,46717,Employed,60,4,616,4,0,0,20,2885,11975,3094,0,42,520,High School,20915,Divorced,Other,3.92,2,Auto,25,1085,8920,1,24.57,57.0,21.0,2018-05-24,3893.0833333333335,608.6216034401365,31.45634189113521
A145,56613,Employed,36,0,340,5,0,0,3,1730,47469,179210,0,43,564,High School,25148,Single,Mortgage,5.13,1,Home,20,4138,226679,8,24.13,56.0,19.0,2018-05-25,4717.75,988.345126254971,28.156327195272556
A146,86882,Employed,72,1,380,1,0,0,19,565,263937,4755,0,49,612,Bachelor,51374,Married,Rent,11.6,2,Home,35,10374,45230,8,27.77,47.0,24.0,2018-05-26,7240.166666666667,1472.4538099463014,25.585789598945254
A147,69876,Employed,96,1,545,3,0,0,15,506,7056,12570,0,25,598,Associate,17992,Single,Rent,11.4,1,Debt Consolidation,31,915,19626,5,27.23,51.0,5.0,2018-05-27,5823.0,461.84901808713437,17.290898473074606
A148,32582,Self-Employed,60,0,231,5,0,0,21,1263,10978,21485,0,24,513,Bachelor,26598,Divorced,Rent,4.62,1,Debt Consolidation,24,288,32463,4,27.27,55.0,4.0,2018-05-28,2715.1666666666665,816.4763742713023,38.578713680116714
A149,101562,Employed,84,3,323,6,0,1,14,378,36152,26110,0,46,612,Bachelor,30836,Divorced,Mortgage,6.05,0,Education,26,7528,62262,5,23.66,54.0,23.0,2018-05-29,8463.5,754.2875584347902,12.728629508297871
A150,24611,Unemployed,24,0,489,0,0,0,18,1352,20979,169077,0,43,548,Bachelor,21110,Married,Other,5.77,1,Education,30,10586,190056,5,24.73,54.0,25.0,2018-05-30,2050.9166666666665,1123.8150667724947,78.63874203108341
A151,22390,Employed,120,1,389,3,0,0,23,293,46780,8633,0,43,594,Associate,17603,Married,Own,1.58,5,Auto,19,612,24284,3,29.29,55.0,21.0,2018-05-31,1865.8333333333333,454.8417635956379,45.22599894215121
A152,47430,Employed,60,5,377,2,0,0,17,505,32526,25415,0,44,605,Bachelor,32684,Married,Mortgage,6.35,0,Debt Consolidation,31,673,57941,5,23.23,50.0,25.0,2018-06-01,3952.5,925.7014765544064,32.9589241379989
A153,57105,Employed,36,3,168,2,0,0,20,129,12673,1632,0,31,500,Master,24760,Single,Rent,1.22,1,Home,15,2593,12750,6,26.81,53.0,6.0,2018-06-02,4758.75,1008.3101645419515,24.718889719820364
A154,28751,Employed,60,0,343,1,0,0,5,2785,20305,13656,0,42,536,Bachelor,30150,Married,Own,4.11,3,Debt Consolidation,19,8298,33961,7,25.88,59.0,21.0,2018-06-03,2395.9166666666665,900.5644792050848,51.90349466265875
A155,43567,Employed,24,2,308,3,0,0,10,4746,11319,119722,0,43,547,Bachelor,17390,Married,Mortgage,1.43,0,Debt Consolidation,28,12906,131041,3,23.8,48.0,17.0,2018-06-04,3630.5833333333335,917.6933974662192,33.760233134240664
A156,20113,Employed,36,1,347,2,0,0,2,1891,46478,52656,0,31,575,Master,27214,Married,Own,21.6,1,Other,20,4698,99134,1,22.67,60.0,6.0,2018-06-05,1676.0833333333333,1048.7713627876487,83.27577364615813
A157,52633,Unemployed,120,5,347,0,1,0,27,730,68554,6415,0,62,682,Master,13197,Married,Own,2.2,2,Auto,22,4853,51962,9,22.45,59.0,41.0,2018-06-06,4386.083333333333,276.83266732430184,14.223000793972647
A158,93617,Employed,84,0,826,7,0,0,17,357,54410,25397,1,45,557,Associate,10868,Single,Own,18.5,4,Home,18,3489,79807,8,24.68,43.0,25.0,2018-06-07,7801.416666666667,272.8672048766134,14.085482827391777
A159,34276,Employed,96,3,365,3,0,0,26,42,5950,32248,0,25,574,Doctorate,5163,Married,Rent,3.06,0,Debt Consolidation,27,3141,38198,6,25.16,51.0,3.0,2018-06-08,2856.3333333333335,125.35187054438413,17.16717950324603
A160,25819,Self-Employed,36,0,103,2,0,0,5,1914,13848,49734,0,47,587,High School,12824,Married,Rent,6.25,2,Debt Consolidation,30,1622,63582,6,18.21,61.0,25.0,2018-06-09,2151.5833333333335,464.9703999874966,26.397787675161545
A161,72220,Employed,36,1,533,2,0,0,28,1581,21847,103795,1,28,546,Doctorate,11336,Married,Mortgage,749.0,2,Debt Consolidation,27,1517,125642,9,21.24,36.0,5.0,2018-06-10,6018.333333333333,428.4827168995826,15.975896708384093
A162,30032,Employed,24,0,148,3,0,0,1,524,20361,67597,0,49,594,High School,5789,Single,Mortgage,31.0,4,Debt Consolidation,32,1632,87958,7,19.51,61.0,28.0,2018-06-11,2502.6666666666665,293.2519176041542,17.631270016148942
A163,259639,Employed,12,3,189,2,0,0,18,322,31385,2180,1,53,545,Associate,39203,Single,Rent,43.8,0,Debt Consolidation,26,21809,22131,3,20.82,40.0,29.0,2018-06-12,21636.583333333332,3646.9534263422656,17.729016486778637
A164,58238,Self-Employed,48,1,770,3,1,0,5,2519,9039,43114,0,30,628,Master,15647,Married,Mortgage,3.29,1,Debt Consolidation,31,8060,52153,4,19.68,64.0,7.0,2018-06-13,4853.166666666667,473.4802352862132,25.622038571782266
A165,91953,Employed,48,5,264,2,0,0,4,4094,16233,16980,1,51,618,High School,21715,Married,Rent,28.4,1,Debt Consolidation,30,2879,33213,10,19.1,45.0,29.0,2018-06-14,7662.75,650.4274966742424,11.93341159080281
A166,22237,Employed,60,1,816,3,0,0,21,2124,23197,40922,0,44,609,High School,33644,Divorced,Rent,8.34,0,Home,28,1967,64119,3,22.63,54.0,23.0,2018-06-15,1853.0833333333333,941.3018784686526,94.83123866359595
A167,74085,Employed,12,2,375,3,0,0,28,15912,75471,7553,0,49,653,Bachelor,36208,Married,Other,26.1,0,Debt Consolidation,32,2043,70652,6,17.1,51.0,27.0,2018-06-16,6173.75,3304.060222392111,59.59198578484893
A168,33370,Employed,24,2,545,5,0,0,9,1022,124204,10973,0,62,633,Bachelor,18943,Divorced,Rent,5.21,0,Home,24,966,92153,5,18.54,54.0,41.0,2018-06-17,2780.8333333333335,950.6621860333989,53.78467555409286
A169,36562,Employed,48,0,782,4,0,1,11,1405,9589,2603208,1,37,553,High School,38934,Married,Own,2.71,0,Home,26,636,2612797,4,22.17,42.0,14.0,2018-06-18,3046.8333333333335,1230.25375458631,66.0441033177499
A170,25658,Employed,36,3,374,1,0,0,6,480,16061,57777,0,30,583,Associate,6423,Married,Own,18.9,1,Other,20,2411,73838,5,19.74,51.0,7.0,2018-06-19,2138.1666666666665,237.8516479749908,28.615713522877424
A171,75095,Employed,120,1,182,3,0,1,9,510,19771,41471,0,29,590,Associate,11657,Married,Rent,445.0,0,Auto,15,1570,61242,7,32.59,66.0,6.0,2018-06-20,6257.916666666667,329.8217670588155,8.178788474207053
A172,50657,Employed,48,2,638,7,0,0,14,475,16677,107416,0,30,591,High School,20536,Married,Mortgage,3.07,2,Auto,27,20114,124093,11,19.59,46.0,4.0,2018-06-21,4221.416666666667,620.440710034493,29.810862310073464
A173,48707,Employed,36,0,558,1,0,0,17,337,49436,69075,0,39,582,Bachelor,9741,Married,Other,52.2,0,Home,30,2817,118511,13,24.44,50.0,17.0,2018-06-22,4058.9166666666665,384.4212466841908,23.21854140105178
A174,99138,Employed,48,4,472,2,0,0,24,152,42553,1156,1,44,524,High School,23007,Single,Rent,2.54,2,Auto,25,2596,10777,6,24.43,40.0,19.0,2018-06-23,8261.5,755.5501067702126,14.858683129821614
A175,48280,Employed,36,4,340,0,0,0,12,4229,18198,84027,0,43,581,Associate,40424,Married,Rent,24.5,1,Home,28,3207,102225,2,19.03,51.0,20.0,2018-06-24,4023.3333333333335,1482.396172552447,45.29567951663083
A176,88064,Employed,120,0,382,2,0,0,17,252,25181,135833,1,49,568,Bachelor,24156,Married,Other,41.8,0,Other,28,7110,161014,4,25.99,36.0,27.0,2018-06-25,7338.666666666667,566.4801982355335,12.924421305898438
A177,177855,Employed,60,0,280,3,0,0,26,947,5297,95498,1,40,625,Master,17289,Married,Mortgage,3.81,0,Education,24,3966,100795,5,23.17,38.0,18.0,2018-06-26,14821.25,489.0751810921729,5.189003498977298
A178,55440,Employed,12,2,497,3,0,0,14,1312,11335,21118,0,57,614,Bachelor,31937,Widowed,Own,1.47,2,Auto,25,958,32453,4,18.55,50.0,35.0,2018-06-27,4620.0,2936.350012027965,74.31493532528063
A179,44377,Employed,36,3,215,1,0,0,19,1457,7527,52424,1,36,558,High School,11938,Married,Rent,4.87,1,Debt Consolidation,23,2782,59951,2,21.04,40.0,13.0,2018-06-28,3698.0833333333335,450.01016807616935,17.98256307752672
A180,115677,Employed,24,1,364,6,0,0,6,3522,36001,53022,0,72,511,Bachelor,27962,Married,Own,10.6,0,Debt Consolidation,26,1314,89023,5,28.17,54.0,51.0,2018-06-29,9639.75,1537.2154769473734,19.72266373035995
A181,163133,Employed,36,5,210,2,0,0,6,411,23228,61994,1,47,654,Master,13145,Single,Mortgage,1.24,1,Education,27,687,85222,8,19.6,32.0,27.0,2018-06-30,13594.416666666666,485.8403372522983,5.118574443569099
A182,51989,Employed,72,3,351,5,0,0,3,391,10095,44452,0,29,517,Bachelor,26850,Married,Mortgage,1.69,0,Auto,22,1462,54547,6,30.82,58.0,5.0,2018-07-01,4332.416666666667,822.0065902692672,27.07511027954222
A183,28941,Employed,60,0,112,1,0,0,8,2041,88914,44144,0,27,612,Associate,15007,Single,Mortgage,126.0,1,Education,23,1934,133058,6,18.81,57.0,3.0,2018-07-02,2411.75,387.72262140837563,20.72033259700946
A184,117455,Unemployed,48,3,697,2,0,1,6,11199,9076,279360,1,45,652,Doctorate,19372,Divorced,Own,24.4,0,Auto,26,3583,288436,3,18.58,44.0,21.0,2018-07-03,9787.916666666666,574.940464794325,12.995007089976502
A185,68157,Employed,36,2,394,1,0,0,27,422,66526,3047,1,37,565,Bachelor,15091,Married,Mortgage,2.16,1,Education,28,4080,12695,3,23.15,40.0,14.0,2018-07-04,5679.75,585.3488849382015,17.242816760213064
A186,117456,Employed,36,5,451,2,0,0,24,949,20558,11421,1,48,579,Master,17310,Married,Mortgage,2.41,0,Home,18,1689,31979,5,21.88,39.0,24.0,2018-07-05,9788.0,660.0026298452599,11.350660296743563
A187,84230,Employed,72,0,565,3,0,1,7,542,14843,14999,0,45,579,Bachelor,61376,Married,Rent,3.14,0,Home,34,922,29842,3,29.39,56.0,21.0,2018-07-06,7019.166666666667,1822.377349323202,34.01226189229303
A188,47910,Employed,24,3,447,4,0,0,10,2447,11745,57154,0,39,515,High School,25068,Married,Mortgage,11.9,0,Education,17,3131,68899,2,23.91,48.0,15.0,2018-07-07,3992.5,1324.2468845343408,44.36435527950759
A189,37709,Employed,60,1,435,5,0,1,9,543,16781,4672,0,29,557,High School,27440,Married,Own,47.6,1,Debt Consolidation,25,1785,9716,5,30.47,65.0,8.0,2018-07-08,3142.4166666666665,895.715190325779,42.34687285239425
A190,73625,Employed,24,0,182,1,1,0,8,1252,20357,138741,0,21,540,Bachelor,12927,Single,Mortgage,11.6,1,Home,21,1176,159098,7,20.86,58.0,1.0,2018-07-09,6135.416666666667,663.373723594076,13.778587005947587
A191,19757,Employed,120,4,385,1,0,0,9,1330,106504,2757,0,34,592,Associate,17292,Married,Rent,38.0,2,Education,28,3053,44477,5,25.47,53.0,12.0,2018-07-10,1646.4166666666667,399.12501821551183,47.62615892385555
A192,111020,Employed,12,4,496,1,0,0,24,1167,13083,30012,1,50,498,Associate,23552,Married,Rent,23.6,2,Other,23,2429,43095,2,24.26,44.0,28.0,2018-07-11,9251.666666666666,2230.032103813151,29.465308273966684
A193,54202,Unemployed,60,0,292,8,1,0,9,727,98490,4212,0,42,553,High School,12176,Single,Rent,17.6,1,Auto,22,4326,39483,8,23.9,65.0,20.0,2018-07-12,4516.833333333333,349.57236715338985,14.204030120365816
A194,36184,Employed,48,3,210,5,0,0,9,611,27576,40775,0,25,620,Master,38807,Single,Other,7.3,1,Debt Consolidation,38,2111,68351,5,19.55,53.0,6.0,2018-07-13,3015.3333333333335,1171.6268148419563,45.82003586696737
A195,56320,Employed,60,0,653,3,0,0,12,1449,11532,314536,1,42,603,Master,21883,Married,Rent,11.8,1,Auto,31,2478,326068,4,20.04,32.0,16.0,2018-07-14,4693.333333333333,580.2528063970385,26.27669331811872
A196,111257,Employed,60,0,525,2,0,0,17,300,30649,1850,1,44,487,Associate,18609,Single,Mortgage,4.19,0,Education,25,1370,24626,5,27.39,40.0,22.0,2018-07-15,9271.416666666666,572.5776013159988,11.83829441364767
A197,55172,Employed,36,0,317,4,0,0,9,1521,8200,74216,0,29,606,Bachelor,40220,Married,Mortgage,5.13,6,Auto,31,14454,82416,4,22.38,55.0,6.0,2018-07-16,4597.666666666667,1543.9379647107496,40.47570430024105
A198,29020,Employed,60,2,158,2,0,0,4,862,10612,11602,0,41,583,High School,16570,Married,Mortgage,22.7,1,Home,23,713,22214,5,23.19,55.0,16.0,2018-07-17,2418.3333333333335,468.9267007482355,25.923915950995262
A199,19990,Employed,24,2,511,2,0,0,15,5786,7602,93057,0,40,564,Bachelor,11236,Divorced,Mortgage,42.8,1,Debt Consolidation,28,1477,100659,4,19.17,53.0,22.0,2018-07-18,1665.8333333333333,567.3196911293611,64.73154724138236
A200,196442,Employed,24,1,326,4,0,1,19,4810,128864,6837,1,26,600,Associate,25519,Single,Mortgage,32.0,1,Auto,25,4763,9573,9,19.91,40.0,5.0,2018-07-19,16370.166666666666,1297.6882784548652,9.918581230825579
A201,21725,Employed,48,0,206,6,0,0,13,494,37492,53042,0,44,630,Bachelor,38766,Single,Rent,19.0,1,Auto,10,2332,90534,8,23.93,51.0,22.0,2018-07-20,1810.4166666666667,1262.3430399369615,81.10525421976311
A202,49098,Employed,72,3,352,2,0,1,24,2781,20084,2088,0,46,472,Associate,31990,Married,Mortgage,29.2,1,Debt Consolidation,27,11754,22172,1,33.25,57.0,24.0,2018-07-21,4091.5,1030.3925686795792,33.78693801001049
A203,33061,Employed,36,3,384,5,0,0,25,801,65760,79011,1,52,640,Associate,11580,Married,Own,18.8,2,Auto,19,9144,144771,5,16.33,39.0,30.0,2018-07-22,2755.0833333333335,409.007590852003,28.783433925846268
A204,91077,Employed,36,4,917,1,0,0,4,431,34929,5342,0,52,550,High School,37597,Single,Other,10.9,2,Home,22,3363,17299,6,29.17,51.0,27.0,2018-07-23,7589.75,1579.0081857403263,32.88656656332984
A205,17270,Employed,36,2,858,5,0,0,29,1912,12998,25827,0,23,593,High School,28352,Single,Own,3.65,2,Home,24,24249,38825,3,20.81,54.0,0.0,2018-07-24,1439.1666666666667,1065.3996771987836,133.6467639049531
A206,137635,Employed,48,2,285,6,0,0,8,4015,5554,8385,1,28,622,Master,12414,Divorced,Own,4.68,1,Home,18,1133,13939,5,15.71,40.0,4.0,2018-07-25,11469.583333333334,349.97519767171764,5.536166216486076
A207,44523,Unemployed,96,3,90,2,0,0,28,1008,36282,6932,0,46,613,High School,12648,Married,Mortgage,153.0,0,Home,30,2266,25164,4,25.51,56.0,23.0,2018-07-26,3710.25,310.0263348051212,10.781654465470554
A208,40998,Employed,48,1,463,3,0,0,18,1858,30888,7970,0,46,576,High School,29172,Single,Mortgage,12.6,2,Debt Consolidation,23,2493,16901,5,24.59,58.0,26.0,2018-07-27,3416.5,960.6008443168798,41.66839877994672
A209,49839,Employed,108,3,565,1,1,0,20,651,29182,5439,0,46,558,Associate,34869,Single,Rent,28.8,1,Auto,26,15200,15851,5,34.24,65.0,28.0,2018-07-28,4153.25,1044.9932442862455,38.764660068289785
A210,48462,Employed,72,4,477,3,0,0,15,2076,66211,5097,0,80,656,Associate,29111,Married,Rent,353.0,4,Auto,19,3972,45290,7,18.99,47.0,61.0,2018-07-29,4038.5,680.353122512518,28.657994862263664
A211,37268,Employed,48,0,504,2,0,1,12,2447,10542,18740,0,46,535,Bachelor,26549,Married,Rent,10.9,2,Debt Consolidation,19,652,29282,8,22.38,56.0,23.0,2018-07-30,3105.6666666666665,841.9415167641525,43.338247829692584
A212,85512,Employed,48,1,338,3,0,0,8,1188,52247,96908,1,53,628,Associate,20367,Single,Own,21.8,2,Auto,30,2369,149155,8,18.27,39.0,30.0,2018-07-31,7126.0,601.1579618252764,13.179314648123441
A213,16619,Employed,48,5,236,5,0,0,20,2098,43575,11195,0,51,617,High School,22186,Widowed,Rent,2.81,2,Home,23,10910,54770,3,21.59,49.0,29.0,2018-08-01,1384.9166666666667,694.0648834326585,67.1567398832174
A214,30548,Employed,84,0,920,1,0,0,26,2417,29011,6851,0,47,490,High School,22280,Married,Own,21.9,1,Other,28,1701,21711,2,31.15,51.0,25.0,2018-08-02,2545.6666666666665,654.3716385031387,61.8451606063823
A215,108416,Unemployed,72,0,292,2,0,0,25,772,5965,61429,0,36,604,High School,60460,Married,Own,3.44,1,Debt Consolidation,22,48211,67394,3,22.76,47.0,9.0,2018-08-03,9034.666666666666,1546.519330565316,20.349608883175726
A216,56255,Employed,24,0,573,3,0,0,4,658,44654,321457,1,49,571,Associate,14526,Married,Rent,985.0,0,Auto,19,23933,366111,3,20.69,36.0,28.0,2018-08-04,4687.916666666667,744.218019063536,28.098153459714567
A217,35795,Employed,36,2,239,6,0,0,15,4134,34105,131828,0,30,510,Master,18086,Married,Rent,966.0,0,Debt Consolidation,22,1038,165933,4,24.64,51.0,6.0,2018-08-05,2982.9166666666665,715.657127399998,32.004150101410744
A218,20882,Employed,48,2,671,3,0,0,25,536,56021,88077,0,37,566,High School,23838,Divorced,Mortgage,1.27,2,Home,24,2011,144098,7,21.83,51.0,14.0,2018-08-06,1740.1666666666667,748.8435502138813,81.59238867238088
